shortDate,Time,Benutzer,kleine Änderung,Kommentar,Größenänderung in Bytes,Größe in Bytes,ID,Date&Time
2008-08-08,17:21,212.201.70.127,,Die Quellen die angeblich die Verbindung von Rechtsextremismus und Neoliberalismus aufzeigen stammen alle von linken PDS Autoren und der Rosa Luxenburg Stiftung der Linkspartei.Kampfschrifte,-2.292‎ ,19.554,49320330,2008-08-08T17:21:00Z
2008-07-29,07:37,Häuslebauer,,"Quelle sagt absolut nichts zu dem Satz, den sie belegen soll (gibt aber genug andere Quellen für die Aussage)",-113‎ ,21.846,48922515,2008-07-29T07:37:00Z
2008-07-29,07:26,Häuslebauer,k,→‎Links- und Rechtspopulismus,-8‎ ,21.959,48922422,2008-07-29T07:26:00Z
2008-07-29,06:45,Häuslebauer,,Definition um andere zentrale Aspekte ergänzt (war zu sehr auf die neoliberalen Elemente zugespitzt) und die meist genannten / klassischen Beispiele hinzugefügt,+481‎ ,21.967,48922185,2008-07-29T06:45:00Z
2008-07-29,02:59,Häuslebauer,,Teilung der Liste nach allgemein und Rechtspopulismus (Einordnung nach eigener Kenntnis und nach Titel),+26‎ ,21.486,48920816,2008-07-29T02:59:00Z
2008-07-29,02:54,Häuslebauer,,siehe Diskussionsseite,-194‎ ,21.46,48920782,2008-07-29T02:54:00Z
2008-07-28,23:58,Gustav von Aschenbach,,→‎Siehe auch,-18‎ ,21.654,48917695,2008-07-28T23:58:00Z
2008-07-28,23:57,Gustav von Aschenbach,,"84.137.219.198 (<a href=""/w/index.php?title=Benutzer_Diskussion:84.137.219.198&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:84.137.219.198 (Seite nicht vorhanden)"">Diskussion) wurde rückgängig gemacht. Stimmt zwar teilweise, ist aber POV",+2‎ ,21.672,48917657,2008-07-28T23:57:00Z
2008-07-28,23:49,84.137.219.198,,→‎Siehe auch,-2‎ ,21.67,48917428,2008-07-28T23:49:00Z
2008-07-28,23:49,84.137.219.198,,→‎Siehe auch,+18‎ ,21.672,48917419,2008-07-28T23:49:00Z
2008-07-26,18:49,Häuslebauer,k,→‎Links- und Rechtspopulismus,-75‎ ,21.654,48835439,2008-07-26T18:49:00Z
2008-07-26,18:38,Häuslebauer,,"References-Tag für Vorschau wieder entfernt... (Sorry, hatte ich vergessen)",-15‎ ,21.729,48835127,2008-07-26T18:38:00Z
2008-07-26,18:38,Häuslebauer,,Umstrittene Passage belegt; bitte nächstes mal vorher auf Diskussionsseite nach Beleg fragen...,+1.434‎ ,21.744,48835108,2008-07-26T18:38:00Z
2008-07-25,14:31,212.201.71.252,,"→‎Links- und Rechtspopulismus:  belegen bitte, neoliberalismus und rechtsradikalismus sind entgegengesetz.",-261‎ ,20.31,48792014,2008-07-25T14:31:00Z
2008-07-24,16:24,HaSee,,Link auf BKL ersetzt,+25‎ ,20.571,48759246,2008-07-24T16:24:00Z
2008-07-08,11:39,Don Magnifico,,"Link auf Begriffsklaerungsseite angepasst, Replaced: [[Schlagwort → [[Politisches Schlagwort|Schlagwort  [[Project:AutoWikiBrowser|AWB]]",+23‎ ,20.546,48137157,2008-07-08T11:39:00Z
2008-07-07,15:37,Times,k,→‎Links- und Rechtspopulismus:  typo,0‎ ,20.523,48105894,2008-07-07T15:37:00Z
2008-07-05,12:16,Häuslebauer,,"Bitte einen Beleg dafür, dass dies eine relevante Position im wissenschaftlichen Diskurs ist...",-92‎ ,20.523,48027473,2008-07-05T12:16:00Z
2008-07-05,12:11,212.201.79.140,,→‎Links- und Rechtspopulismus,+92‎ ,20.615,48027294,2008-07-05T12:11:00Z
2008-07-03,15:12,Häuslebauer,,"Belege hatte ich bei der Änderung genannt... Schaue zum Beispiel Hans-Georg Betz, Christoph Butterwegge, Frank Decker etc. (die Aussagen hier sind Allgemeinwissen in der Politikwissenschaft)",+761‎ ,20.523,47962493,2008-07-03T15:12:00Z
2008-07-03,14:05,Mekkerma,,"alle aussagen müssen mit neutralen wissenschaftlichen Belegen belegt werden, sonst handelt es sich um POV, dass mus ich doch euch Wikipediar doch nicht sagen",-761‎ ,19.762,47959893,2008-07-03T14:05:00Z
2008-07-03,14:03,WAH,,"Revert, vorher besser",+761‎ ,20.523,47959771,2008-07-03T14:03:00Z
2008-07-03,14:01,Mekkerma,,"Jergen (<a href=""/wiki/Benutzer_Diskussion:Jergen"" title=""Benutzer Diskussion:Jergen"">Diskussion) wurde rückgängig gemacht.   JERGEN bitte Quellen und Belege einführen, KEIN POV",-761‎ ,19.762,47959711,2008-07-03T14:01:00Z
2008-07-03,12:46,Jergen,k,"212.201.77.213 (<a href=""/wiki/Spezial:Beitr%C3%A4ge/212.201.77.213"" title=""Spezial:Beiträge/212.201.77.213"">Beiträge) rückgängig gemacht und letzte Version von Jergen wiederhergestellt",+761‎ ,20.523,47956998,2008-07-03T12:46:00Z
2008-07-03,11:49,212.201.77.213,,"Jergen (<a href=""/wiki/Benutzer_Diskussion:Jergen"" title=""Benutzer Diskussion:Jergen"">Diskussion) wurde rückgängig gemacht. JERGEN bitte Quellen und Belege einführen, KEIN POV",-761‎ ,19.762,47954834,2008-07-03T11:49:00Z
2008-07-03,11:44,Jergen,k,"Mekkerma (<a href=""/wiki/Spezial:Beitr%C3%A4ge/Mekkerma"" title=""Spezial:Beiträge/Mekkerma"">Beiträge) rückgängig gemacht und letzte Version von HansCastorp wiederhergestellt",+761‎ ,20.523,47954706,2008-07-03T11:44:00Z
2008-07-03,11:34,Mekkerma,,"→‎Links- und Rechtspopulismus:  bitte quellen einfügen was ""rechtspopulismus"" ist und das er ausländerfeindlich ist, bzw. rechtsextrem",-32‎ ,19.762,47954367,2008-07-03T11:34:00Z
2008-07-03,11:24,Mekkerma,,"→‎Links- und Rechtspopulismus:   es gibt keine belege dafür, dass rechtspopulismus rechtsextrem ist. bitte quellen einfügen falls vorhanden.",-729‎ ,19.794,47953992,2008-07-03T11:24:00Z
2008-07-03,11:22,Gustav von Aschenbach,,"Rv, Grund: ""Diffamierung"" ist unbelegter POV, Abschnitt zum sog. Linksp. kann ja weiter ergänzt werden",+467‎ ,20.523,47953911,2008-07-03T11:22:00Z
2008-07-03,11:19,Mekkerma,,"HansCastorp (<a href=""/wiki/Benutzer_Diskussion:HansCastorp"" class=""mw-redirect"" title=""Benutzer Diskussion:HansCastorp"">Diskussion) wurde rückgängig gemacht. Bitte GRUND für rückgängigkeit angeben.",-467‎ ,20.056,47953807,2008-07-03T11:19:00Z
2008-07-03,11:18,Gustav von Aschenbach,k,"Mekkerma (<a href=""/wiki/Spezial:Beitr%C3%A4ge/Mekkerma"" title=""Spezial:Beiträge/Mekkerma"">Beiträge) rückgängig gemacht und letzte Version von Lustiger seth wiederhergestellt",+467‎ ,20.523,47953765,2008-07-03T11:18:00Z
2008-07-03,11:14,Mekkerma,,"→‎Links- und Rechtspopulismus:  POV-ARTIKEL, rechtspopulismus ist nicht nationalsozialismus, hier haben sie wieder linke kommunisten ausgetobt.",-467‎ ,20.056,47953619,2008-07-03T11:14:00Z
2008-07-03,08:50,Lustiger seth,k,"88.117.120.179 (<a href=""/wiki/Spezial:Beitr%C3%A4ge/88.117.120.179"" title=""Spezial:Beiträge/88.117.120.179"">Beiträge) rückgängig gemacht und letzte Version von Oreg wiederhergestellt",-1‎ ,20.523,47949355,2008-07-03T08:50:00Z
2008-07-03,02:50,88.117.120.179,,→‎Umgangssprache,+1‎ ,20.524,47946054,2008-07-03T02:50:00Z
2008-06-27,03:08,Oreg,,→‎Weblinks:  Quellenangaben ueberarbeitet,-141‎ ,20.523,47715503,2008-06-27T03:08:00Z
2008-06-24,12:53,Braveheart,,"Siehe auch hinaufverschoben, wie in Artikeln üblich..",0‎ ,20.664,47610134,2008-06-24T12:53:00Z
2008-06-24,12:06,Malik17,,→‎Weblinks,+252‎ ,20.664,47608159,2008-06-24T12:06:00Z
2008-06-24,12:05,Malik17,,→‎Literatur,+111‎ ,20.412,47608111,2008-06-24T12:05:00Z
2008-06-22,18:56,Häuslebauer,,"Begriffsklärung Rechtspopulismus; Quellen siehe Betz, Butterwegge und co",+729‎ ,20.301,47540663,2008-06-22T18:56:00Z
2008-06-22,18:40,Häuslebauer,,"Dies macht nur aus einem spezifischen Verständnis von Populismus Sinn; der zweite Satz macht keinen Sinn, populistische Parteien waren und sind nicht selten an der Regierung beteiligt: FPÖ, SCHILL etc",-92‎ ,19.572,47540033,2008-06-22T18:40:00Z
2008-06-22,18:34,Häuslebauer,,"Artikel ist sicherlich sehr überarbeitungswürdig (vor allem weil Rechtspopulismus nicht zwangsläufig das gleiche meint wie rechter Populismus), aber das ist keine Lösung",+278‎ ,19.664,47539783,2008-06-22T18:34:00Z
2008-06-22,18:14,Birkenschakal,,CSU klar rechstpopulistisch und die SPD auch. Ist das echt gemeint?,-278‎ ,19.386,47539000,2008-06-22T18:14:00Z
2008-06-18,18:09,Clari,,→‎Sozialwissenschaft:  P ist in Fachliteratur eine gängige politikwissenschaftliche Kategorie,-226‎ ,19.664,47392986,2008-06-18T18:09:00Z
2008-06-17,14:26,Idioma-bot,k,el:Λαϊκισμός,+26‎ ,19.89,47346082,2008-06-17T14:26:00Z
2008-06-11,15:09,Braveheart,,"80.157.129.14 (<a href=""/wiki/Benutzer_Diskussion:80.157.129.14"" title=""Benutzer Diskussion:80.157.129.14"">Diskussion) wurde rückgängig gemacht. Neutraler? Unbelegte Aussagen en masse",-128‎ ,19.864,47128342,2008-06-11T15:09:00Z
2008-06-11,15:01,80.157.129.14,,→‎Links- und Rechtspopulismus:   - Neutralerer Standpunkt,+128‎ ,19.992,47128011,2008-06-11T15:01:00Z
2008-05-17,19:05,SieBot,k,fa:پوپولیسم,+24‎ ,19.864,46158408,2008-05-17T19:05:00Z
2008-04-14,16:43,Oreg,k,→‎Links- und Rechtspopulismus:  Formulierung,-65‎ ,19.84,44895517,2008-04-14T16:43:00Z
2008-04-13,17:43,Sambalolec,k,,+238‎ ,19.905,44857869,2008-04-13T17:43:00Z
2008-04-12,19:02,Fingerhutodermütze,,→‎Links- und Rechtspopulismus,+65‎ ,19.667,44821551,2008-04-12T19:02:00Z
2008-04-12,18:53,Sambalolec,,Populismus ist keine politische Strömung sondern eine politische Strategie,+1.015‎ ,19.602,44821246,2008-04-12T18:53:00Z
2008-04-12,16:49,Sambalolec,k,"Propaganda aber nicht ""Populismus""",+61‎ ,18.587,44816519,2008-04-12T16:49:00Z
2008-04-12,16:42,77.8.139.90,,,-61‎ ,18.526,44816294,2008-04-12T16:42:00Z
2008-04-02,23:38,Kai-Hendrik,k,→‎Populismus und Medien:  + wikilink Nachrichtenwert,+4‎ ,18.587,44457696,2008-04-02T23:38:00Z
2008-03-29,06:30,Oreg,k,typographisch falsche Zeilenumbrüche entfernt,-14‎ ,18.583,44276375,2008-03-29T06:30:00Z
2008-03-29,03:22,PipepBot,k,sq:Popullizmi,+18‎ ,18.597,44274533,2008-03-29T03:22:00Z
2008-03-07,15:39,JAnDbot,k,ko:대중인기영합주의,-32‎ ,18.579,43415118,2008-03-07T15:39:00Z
2008-02-20,16:20,139.18.53.4,,→‎Der Begriff,+20‎ ,18.611,42766666,2008-02-20T16:20:00Z
2008-01-23,12:43,88.73.46.215,,→‎Literatur,+208‎ ,18.591,41536223,2008-01-23T12:43:00Z
2008-01-22,19:47,Nikkis,k,→‎Literatur,-24‎ ,18.383,41511072,2008-01-22T19:47:00Z
2008-01-22,19:46,128.176.175.83,,→‎Literatur,+172‎ ,18.407,41511025,2008-01-22T19:46:00Z
2007-12-20,14:24,82.194.113.244,,,+4‎ ,18.235,40267518,2007-12-20T14:24:00Z
2007-12-15,10:36,Andy king50,,"Angabe ""Hg."" lt. Buchtitel und Amazon falsch",+35‎ ,18.231,40080801,2007-12-15T10:36:00Z
2007-12-15,09:10,85.126.179.114,,→‎Literatur,+91‎ ,18.196,40079845,2007-12-15T09:10:00Z
2007-12-12,17:03,87.184.27.65,,,+166‎ ,18.105,39986543,2007-12-12T17:03:00Z
2007-12-12,15:23,JAnDbot,k,eo:Popolismo,+17‎ ,17.939,39983022,2007-12-12T15:23:00Z
2007-11-21,18:05,DorganBot,k,"hu:Populizmus, <a href=""https://mk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF%D1%83%D0%BB%D0%B8%D0%B7%D0%B0%D0%BC"" class=""extiw"" title=""mk:Популизам"">mk:Популизам",+44‎ ,17.922,39218463,2007-11-21T18:05:00Z
2007-11-21,03:38,AlnoktaBOT,k,ar:شعوبية سياسية,+33‎ ,17.878,39199756,2007-11-21T03:38:00Z
2007-11-06,10:55,84.159.232.24,,→‎Links- und Rechtspopulismus,+1‎ ,17.845,38662868,2007-11-06T10:55:00Z
2007-10-24,01:17,BotMultichill,k,gl:Populismo,+17‎ ,17.844,38180524,2007-10-24T01:17:00Z
2007-10-17,20:30,88.65.153.119,,kein npov,-8‎ ,17.827,37942551,2007-10-17T20:30:00Z
2007-09-22,00:40,Tinz,k,"Benutzer:Tsui (22. Sep. 2007, 00:23). gesperrter nutzer",-621‎ ,17.835,36982669,2007-09-22T00:40:00Z
2007-09-22,00:39,87.160.245.52,,"Es ist ein Musterbeispiel dafür, dass der Populismus nur dem Volk nach dem Munde redet und es auf den politischen Inhalt oft gar nicht ankommt. Spricht etwas gegen das Zitat?",+621‎ ,18.456,36982629,2007-09-22T00:39:00Z
2007-09-22,00:23,Tsui,,"→‎Links- und Rechtspopulismus:  Zitate ließen sich *sehr* viele finden, warum gerade und ausschließlich Lafontaine?",-621‎ ,17.835,36982196,2007-09-22T00:23:00Z
2007-09-22,00:19,Tsui,,Ganz im Gegenteil. Die Berufung auf das Schweizer Modell ist z.B. eine typisches Argumentationsmuster Haiders - womit er die Diskreminierung von Minderheiten durch die Mehrheit rechtfertigen möchte.,-160‎ ,18.456,36982097,2007-09-22T00:19:00Z
2007-09-22,00:17,Tsui,,"→‎Links- und Rechtspopulismus:  Immer noch keine Quelle/Ref. zu ""Anstachelung von Neid"" und ""Sozialromantik"". Der ""Volkswille"" bzw. ""<a href=""/wiki/Gesundes_Volksempfinden"" title=""Gesundes Volksempfinden"">Gesundes Volksempfinden"" sind eine Domäne der Rechten.",-238‎ ,18.616,36982025,2007-09-22T00:17:00Z
2007-09-17,23:42,P UdK,k,"Benutzer:P UdK (17. Sep. 2007, 23:40). Bitte Begründung für Löschung angeben.",+816‎ ,18.854,36825085,2007-09-17T23:42:00Z
2007-09-17,23:42,85.177.100.35,,→‎Links- und Rechtspopulismus,-816‎ ,18.038,36825055,2007-09-17T23:42:00Z
2007-09-17,23:40,P UdK,k,"Benutzer:Zwobot (12. Sep. 2007, 04:16). Löschgrund?",+621‎ ,18.854,36825022,2007-09-17T23:40:00Z
2007-09-17,23:39,85.177.100.35,,→‎Links- und Rechtspopulismus,-621‎ ,18.233,36824983,2007-09-17T23:39:00Z
2007-09-12,04:16,Zwobot,k,Bot: Automatisierte Textersetzung  (-ISBN: (?=\d) +ISBN ); kosmetische Änderungen,-44‎ ,18.854,36607567,2007-09-12T04:16:00Z
2007-08-29,01:41,Oms,k,"→‎Umgangssprache:  Duden: Auflage angegeben, [Beleg] entfernt - das ist ja wohl der Duden",+6‎ ,18.898,36079951,2007-08-29T01:41:00Z
2007-08-27,15:00,Eintragung ins Nichts,,→‎Links- und Rechtspopulismus:  Das wollte er wohl in Wirklichkeit,-124‎ ,18.892,36019083,2007-08-27T15:00:00Z
2007-08-27,13:01,Mittagsdämon,,eigenrev; muss erst noch besser belegt werden,-1‎ ,19.016,36014027,2007-08-27T13:01:00Z
2007-08-27,12:25,Mittagsdämon,,→‎Links- und Rechtspopulismus,+1‎ ,19.017,36012396,2007-08-27T12:25:00Z
2007-08-27,12:23,Mittagsdämon,,,+126‎ ,19.016,36012297,2007-08-27T12:23:00Z
2007-08-26,23:30,Mittagsdämon,,Begrifflichkeiten sind a priori gültig,+186‎ ,18.89,35997903,2007-08-26T23:30:00Z
2007-08-26,21:21,Braveheart,,"Mittagsdämon (<a href=""/wiki/Benutzer_Diskussion:Mittagsd%C3%A4mon"" title=""Benutzer Diskussion:Mittagsdämon"">Diskussion) wurde rückgängig gemacht. 1966 erschienen muss die Aktualität erst nachgewiesen werden",-186‎ ,18.704,35993238,2007-08-26T21:21:00Z
2007-08-26,21:11,Mittagsdämon,,"Ich hatte als Quelle angegeben: Helmut Schoeck: Der Neid; (ein Buch, das ich ganz gelesen habe und nicht nur mal gegoogelt)",+186‎ ,18.89,35992839,2007-08-26T21:11:00Z
2007-08-24,18:51,Pink Evolution,,→‎Links- und Rechtspopulismus:   Bitte Beleg für die „Anstachelung des Neides“ und der „Proklamation „sozialromantischer“ Politikvorstellungen“ bringen,-186‎ ,18.704,35917271,2007-08-24T18:51:00Z
2007-08-24,06:54,Entlinkt,k,"87.123.141.61 (<a href=""/wiki/Spezial:Beitr%C3%A4ge/87.123.141.61"" title=""Spezial:Beiträge/87.123.141.61"">Beiträge) rückgängig gemacht und letzte Version von HansCastorp wiederhergestellt",+88‎ ,18.89,35898285,2007-08-24T06:54:00Z
2007-08-24,05:07,87.123.141.61,,wurde belegt wie ich das sehe,-88‎ ,18.802,35897557,2007-08-24T05:07:00Z
2007-08-24,01:15,Gustav von Aschenbach,k,Überschrift fehlte,-6‎ ,18.89,35895375,2007-08-24T01:15:00Z
2007-08-24,01:00,Pink Evolution,,→‎Links- und Rechtspopulismus:   Bitte Beleg für die „Anstachelung des Neides“ und der „Proklamation „sozialromantischer“ Politikvorstellungen“ bringen.,+94‎ ,18.896,35895132,2007-08-24T01:00:00Z
2007-08-24,00:50,Wojwode,,"Polemik ist Gegenstand des Artikels, alles belegt, seriös und relevant",+148‎ ,18.802,35894977,2007-08-24T00:50:00Z
2007-08-23,22:38,Pink Evolution,,"Polemische Passagen haben in einer neutralen, seriösen Enzyklopädie nichts zu suchen.",-148‎ ,18.654,35891377,2007-08-23T22:38:00Z
2007-08-23,17:23,Mittagsdämon,,Helmut Schoeck: Der Neid,+148‎ ,18.802,35881208,2007-08-23T17:23:00Z
2007-08-23,14:06,83.64.157.33,,"keine Quellen für ""Neid"" und ""Sozialromantik"" > Revert",-148‎ ,18.654,35876084,2007-08-23T14:06:00Z
2007-08-23,02:57,Mittagsdämon,,→‎Links- und Rechtspopulismus,0‎ ,18.802,35863436,2007-08-23T02:57:00Z
2007-08-23,02:57,Mittagsdämon,,→‎Links- und Rechtspopulismus,-38‎ ,18.802,35863434,2007-08-23T02:57:00Z
2007-08-23,02:52,Mittagsdämon,,→‎Links- und Rechtspopulismus,+186‎ ,18.84,35863401,2007-08-23T02:52:00Z
2007-08-22,17:08,172.176.74.122,,→‎Links- und Rechtspopulismus,-64‎ ,18.654,35845441,2007-08-22T17:08:00Z
2007-08-21,19:59,Braveheart,,Revert - Beitrag hat nix mit Populismus zu tun. Packs in den Artikel über die Partei,-235‎ ,18.718,35810405,2007-08-21T19:59:00Z
2007-08-21,19:53,Pink Evolution,,"Lafontaines Äußerung ist ein Paradebeispiel für Populismus, vor dem auch linke Politiker nicht scheuen.",+235‎ ,18.953,35810121,2007-08-21T19:53:00Z
2007-08-21,15:35,Gustav von Aschenbach,,"91.34.91.235 (<a href=""/w/index.php?title=Benutzer_Diskussion:91.34.91.235&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:91.34.91.235 (Seite nicht vorhanden)"">Diskussion) wurde rückgängig gemacht.",-164‎ ,18.718,35800592,2007-08-21T15:35:00Z
2007-08-21,15:18,91.34.91.235,,→‎Weblinks,+164‎ ,18.882,35799916,2007-08-21T15:18:00Z
2007-08-21,03:57,Der Stachel,,"→‎Links- und Rechtspopulismus:  Wir brauchen hier keine innerparteiliche Agitation, weder für noch gegen Lafontaine",-235‎ ,18.718,35785474,2007-08-21T03:57:00Z
2007-08-21,03:08,Pink Evolution,,→‎Links- und Rechtspopulismus:   quelle,+6‎ ,18.953,35784896,2007-08-21T03:08:00Z
2007-08-21,03:04,Pink Evolution,,→‎Links- und Rechtspopulismus:   quelle,+88‎ ,18.947,35784831,2007-08-21T03:04:00Z
2007-08-21,02:58,Pink Evolution,,→‎Links- und Rechtspopulismus:   +1quelle,+158‎ ,18.859,35784739,2007-08-21T02:58:00Z
2007-08-21,02:51,Pink Evolution,,→‎Links- und Rechtspopulismus:   Stil; Lafontaine-Äußerung,+582‎ ,18.701,35784634,2007-08-21T02:51:00Z
2007-08-21,02:32,Pink Evolution,k,"→‎""Populism"" in den USA",+4‎ ,18.119,35784210,2007-08-21T02:32:00Z
2007-08-20,19:21,82.83.201.239,,,+21‎ ,18.115,35770785,2007-08-20T19:21:00Z
2007-08-17,14:51,Mnh,k,_ein_ Quellen- und _ein_ Neutralitätsziegel am Anfang reichen.,-80‎ ,18.094,35653999,2007-08-17T14:51:00Z
2007-08-02,20:06,Seidenkäfer,k,→‎Links- und Rechtspopulismus:  Tippfehler,-1‎ ,18.174,35107744,2007-08-02T20:06:00Z
2007-08-02,12:32,Loveless,k,ko:대중인기영합주의,+32‎ ,18.175,35092239,2007-08-02T12:32:00Z
2007-07-18,21:29,Fritzen,,→‎Literatur,+196‎ ,18.143,34536577,2007-07-18T21:29:00Z
2007-06-15,09:37,Zimmi,,→‎Links- und Rechtspopulismus,-5‎ ,17.947,33177715,2007-06-15T09:37:00Z
2007-05-14,10:11,132.199.235.15,,→‎Umgangssprache,+1‎ ,17.952,31800739,2007-05-14T10:11:00Z
2007-05-13,21:10,Arne List,,→‎Links- und Rechtspopulismus:  Etwas weniger POV,+43‎ ,17.951,31783027,2007-05-13T21:10:00Z
2007-04-29,11:33,Noirceuil,,Quelle; NPOV,+19‎ ,17.908,31122652,2007-04-29T11:33:00Z
2007-04-26,21:56,George Stobbart,k,Tippfehler korrigiert,+1‎ ,17.889,31030956,2007-04-26T21:56:00Z
2007-04-15,18:40,Kantor.JH,,-la,-591‎ ,17.888,30552464,2007-04-15T18:40:00Z
2007-04-14,22:27,Musikhörer,k,→‎Links- und Rechtspopulismus:   Weiterleitung Korrektur,+3‎ ,18.479,30516816,2007-04-14T22:27:00Z
2007-04-14,22:26,Musikhörer,,"→‎Links- und Rechtspopulismus:   Linker POV weg; nationalistische Äußerungen bei der Linkspartei sind mir unbekannt, daher entfernt. Nationalisten hat jede große Partei in ihren Reihen",-101‎ ,18.476,30516756,2007-04-14T22:26:00Z
2007-04-10,10:13,Jesusfreund,k,typo,-1‎ ,18.577,30317326,2007-04-10T10:13:00Z
2007-04-09,22:54,Anima,,Parolen und Aktionen,+13‎ ,18.578,30307008,2007-04-09T22:54:00Z
2007-04-09,22:51,Anima,,Einleitung präzisiert,-31‎ ,18.565,30306891,2007-04-09T22:51:00Z
2007-04-09,22:04,Boris Fernbacher,,→‎Umgangssprache,+20‎ ,18.596,30304631,2007-04-09T22:04:00Z
2007-04-09,22:03,Boris Fernbacher,,→‎Populismus als Strategie,+20‎ ,18.576,30304605,2007-04-09T22:03:00Z
2007-04-09,22:03,Boris Fernbacher,,→‎Wirkmechanismen,+20‎ ,18.556,30304591,2007-04-09T22:03:00Z
2007-04-09,13:33,Der Stachel,,→‎Links- und Rechtspopulismus:  unergiebige Liste; außerdem ohne Quellenangabe: Kann im Text behandelt werden!,-950‎ ,18.536,30283795,2007-04-09T13:33:00Z
2007-04-09,13:13,Jesusfreund,,→‎Siehe auch,-55‎ ,19.486,30283137,2007-04-09T13:13:00Z
2007-04-09,13:11,Jesusfreund,,→‎Geschichte,+42‎ ,19.541,30283076,2007-04-09T13:11:00Z
2007-04-09,13:10,Jesusfreund,,"typos, Links, rote Links raus",+39‎ ,19.499,30283046,2007-04-09T13:10:00Z
2007-04-09,13:06,Jesusfreund,,"typos, Links",+33‎ ,19.46,30282892,2007-04-09T13:06:00Z
2007-04-09,13:03,Jesusfreund,,"die ersten Abschnitte überarbeitet, Redundanzen raus, entschwurbelt, Zusammengehörendes gemeinsam dargestellt, Struktur verbessert",-1.354‎ ,19.427,30282807,2007-04-09T13:03:00Z
2007-04-09,02:06,Marco K.,k,→‎Links- und Rechtspopulismus:  +NPOV-Baustein,+8‎ ,20.781,30272269,2007-04-09T02:06:00Z
2007-04-08,23:43,Frado,,leicht entPOVisiert,-239‎ ,20.773,30268450,2007-04-08T23:43:00Z
2007-04-08,18:37,€pa,,"Redaktionelles, eine Umstellung. Die Artikelgliederung ist immer noch viel zu unsystematisch.",+433‎ ,21.012,30256462,2007-04-08T18:37:00Z
2007-04-08,12:50,JHeuser,,LA des Antragstellers wieder eingefügt,+590‎ ,20.579,30244556,2007-04-08T12:50:00Z
2007-04-08,12:49,JHeuser,k,"zurückgesetzt auf Version von Braveheart (23:40, 7. Apr. 2007), alle weiteren Änderungen des LA-Stellers verfälschen imho die Löschdiskussion",+4.827‎ ,19.989,30244506,2007-04-08T12:49:00Z
2007-04-08,08:01,Boris Fernbacher,,,+591‎ ,15.162,30238230,2007-04-08T08:01:00Z
2007-04-08,07:54,Boris Fernbacher,,,+77‎ ,14.571,30238186,2007-04-08T07:54:00Z
2007-04-08,07:53,Boris Fernbacher,,→‎Politischer Begriff,-8‎ ,14.494,30238180,2007-04-08T07:53:00Z
2007-04-08,07:52,Boris Fernbacher,,"→‎Literatur:   Hat nichts mit dem Lemma ""Populismus"" zu tun.",-193‎ ,14.502,30238176,2007-04-08T07:52:00Z
2007-04-08,07:51,Boris Fernbacher,,,+14.695‎ ,14.695,30238169,2007-04-08T07:51:00Z
2007-04-08,07:47,Boris Fernbacher,,AZ: Die Seite wurde geleert.,-19.989‎ ,"leer</span> <strong dir=""ltr"" class=""mw-plusminus-neg mw-diff-bytes"" title=""0 Bytes nach der Änderung"">-19.989</strong>‎ <span class=""mw-changeslist-separator""></span>  <span class=""comment comment--without-parentheses""><a href=""/wiki/Hilfe:Zusammenfassung_und_Quelle#Auto-Zusammenfassung"" class=""mw-redirect"" title=""Hilfe:Zusammenfassung und Quelle"">AZ</a>: Die Seite wurde geleert.</span> <span class=""mw-changeslist-links""><span><span class=""mw-history-undo""><a href=""/w/index.php?title=Populismus&amp;action=edit&amp;undoafter=30232425&amp;undo=30238155"" title=""Populismus"">rückgängig</a></span></span></span></li>",30238155,2007-04-08T07:47:00Z
2007-04-07,23:40,Braveheart,,→‎Links- und Rechtspopulismus:  sinnlosen Satz entfernt...,-78‎ ,19.989,30232425,2007-04-07T23:40:00Z
2007-04-07,23:18,Tsui,,"""Persönliche Ansichten und Geschwafel"" beschreibt höchstens Deine Löschbegründungen",+6.575‎ ,20.067,30231750,2007-04-07T23:18:00Z
2007-04-07,23:09,Boris Fernbacher,,Persönliche Ansichten und Geschwafel gelöscht,-2.155‎ ,13.492,30231479,2007-04-07T23:09:00Z
2007-04-07,23:08,Boris Fernbacher,,Theoriefindung gelöscht.,-1.192‎ ,15.647,30231460,2007-04-07T23:08:00Z
2007-04-07,23:07,Boris Fernbacher,,Theoriefindung gelöscht,-1.086‎ ,16.839,30231443,2007-04-07T23:07:00Z
2007-04-07,23:07,Boris Fernbacher,,Theoriefindung gelöscht,-2.142‎ ,17.925,30231427,2007-04-07T23:07:00Z
2007-04-07,12:20,Calculus,k,→‎Links- und Rechtspopulismus,-1‎ ,20.067,30207276,2007-04-07T12:20:00Z
2007-04-07,12:20,Calculus,k,→‎Links- und [[Rechtspopulismus]],+8‎ ,20.068,30207262,2007-04-07T12:20:00Z
2007-04-07,10:17,Braveheart,,"Lieber Boris, wenn etwas zweifelhaft ist macht man folgendes... vielleicht auch mal die Literaturangaben lesen ;-)",+6.844‎ ,20.06,30204012,2007-04-07T10:17:00Z
2007-04-07,08:30,Boris Fernbacher,,Alles persönliche Meinungen. Dies ist kein Sonntagsessay. Bitte belegen.,-2.155‎ ,13.216,30202431,2007-04-07T08:30:00Z
